,TP9,AF7,AF8,TP10,Right AUX,timestamps
0,326.171875,24.902344,22.460938,-13.183594,8.300781,0.000000
1,-125.976562,37.597656,31.738281,-40.527344,-84.472656,0.003906
2,-373.046875,37.597656,38.085938,4.882812,-25.390625,0.007812
3,-89.843750,30.761719,32.714844,63.476562,96.679688,0.011719
4,0.000000,-0.488281,-0.488281,0.000000,0.000000,0.015625
5,0.976562,-0.488281,-0.488281,-0.488281,-2.441406,0.019531
6,-14.160156,0.976562,0.976562,0.000000,9.765625,0.023438
7,29.296875,-3.417969,-2.929688,1.464844,-9.277344,0.027344
8,-114.257812,18.066406,13.183594,-3.417969,40.039062,0.031250
9,-354.980469,42.480469,34.667969,15.136719,339.843750,0.035156
10,-101.074219,33.691406,28.320312,64.453125,506.835938,0.039062
11,349.609375,27.832031,22.949219,72.265625,488.281250,0.042969
12,384.277344,26.855469,24.902344,29.296875,413.574219,0.060095
13,-42.480469,37.597656,31.250000,-6.835938,276.855469,0.064001
14,-350.097656,41.992188,37.597656,15.136719,309.082031,0.067907
15,-148.925781,29.785156,37.597656,67.871094,420.410156,0.071814
16,300.292969,22.460938,29.785156,77.148438,436.035156,0.075720
17,398.925781,22.460938,27.832031,33.691406,345.703125,0.079626
18,6.835938,35.156250,32.714844,-7.812500,201.171875,0.083532
19,-350.097656,40.039062,38.085938,1.953125,191.406250,0.087439
20,-213.378906,29.296875,32.226562,50.781250,280.761719,0.091345
21,252.929688,21.972656,21.972656,75.683594,324.707031,0.095251
22,412.597656,23.925781,19.042969,35.156250,260.742188,0.099157
23,62.988281,41.015625,29.785156,-8.300781,149.414062,0.103064
24,-326.171875,44.921875,40.039062,-3.906250,140.136719,0.100057
25,-256.835938,33.203125,35.644531,38.574219,238.769531,0.103963
26,200.683594,22.949219,26.855469,72.265625,284.667969,0.107869
27,418.457031,20.507812,21.484375,47.363281,193.359375,0.111776
28,121.582031,31.250000,26.367188,0.976562,130.859375,0.115682
29,-300.292969,39.062500,35.156250,2.929688,122.070312,0.119588
30,-290.039062,34.179688,34.667969,48.828125,159.667969,0.123494
31,162.597656,26.855469,25.390625,79.101562,209.960938,0.127401
32,429.687500,22.460938,20.507812,54.199219,179.687500,0.131307
