,TP9,AF7,AF8,TP10,Right AUX,timestamps
58,193.847656,10.742188,-2.441406,-11.718750,-5.371094,0.212051
59,416.015625,9.277344,-0.976562,-44.433594,-113.769531,0.215957
60,97.656250,28.320312,39.062500,-36.621094,-264.160156,0.232833
61,-356.933594,38.574219,55.664062,-18.554688,-267.089844,0.236740
62,-340.820312,19.531250,24.902344,1.464844,-98.632812,0.240646
63,129.882812,-0.488281,-7.812500,-13.671875,-17.089844,0.244552
64,408.203125,3.906250,-15.136719,-52.246094,-116.210938,0.248458
65,180.175781,52.246094,40.039062,-36.132812,-281.250000,0.252365
66,-289.550781,67.382812,63.476562,-16.601562,-267.578125,0.256271
67,-365.722656,31.250000,23.925781,-1.464844,-116.210938,0.260177
68,82.519531,1.953125,-6.835938,-11.230469,-49.316406,0.264083
69,410.644531,-3.417969,-9.277344,-53.710938,-90.820312,0.267990
70,223.144531,21.972656,26.855469,-50.292969,-221.679688,0.271896
71,-253.417969,47.851562,53.222656,-15.625000,-234.375000,0.275802
72,-384.765625,41.992188,31.250000,2.441406,-65.429688,0.273254
73,31.250000,18.066406,-5.371094,4.882812,71.289062,0.277160
74,414.062500,8.789062,-12.207031,-23.437500,-13.183594,0.281066
75,274.902344,30.273438,26.367188,-39.550781,-201.660156,0.284972
76,-204.101562,53.222656,60.058594,-5.859375,-261.230469,0.288879
77,-386.718750,49.804688,49.316406,28.320312,-146.972656,0.292785
78,-24.902344,21.484375,13.671875,28.320312,-8.300781,0.296691
79,370.117188,-2.441406,-21.972656,-26.855469,-35.156250,0.300597
80,312.500000,27.343750,20.996094,-41.503906,-207.519531,0.304504
81,-151.367188,52.246094,73.242188,-4.882812,-290.527344,0.308410
82,-433.105469,26.367188,46.386719,3.906250,-173.828125,0.312316
83,-123.046875,8.789062,11.718750,10.742188,-41.015625,0.316222
84,329.101562,-4.882812,-5.371094,-18.554688,-44.921875,0.313196
85,327.636719,16.601562,22.949219,-41.992188,-156.738281,0.317102
86,-119.628906,53.222656,63.964844,-20.996094,-231.933594,0.321008
87,-429.199219,45.898438,54.199219,4.882812,-147.949219,0.324915
88,-173.828125,20.996094,12.695312,21.484375,1.464844,0.328821
89,309.082031,0.976562,-4.882812,2.929688,4.882812,0.332727
90,365.722656,6.835938,22.460938,-33.203125,-159.179688,0.336633
91,-54.687500,46.875000,71.777344,-30.761719,-270.996094,0.340540
92,-417.968750,48.339844,61.523438,-16.601562,-222.656250,0.344446
93,-254.882812,4.882812,6.347656,-17.578125,-26.367188,0.348352
94,242.187500,-16.113281,-17.089844,-37.109375,4.882812,0.352258
95,374.511719,-3.906250,-1.953125,-63.964844,-137.207031,0.356165
96,-5.371094,31.738281,42.968750,-44.921875,-241.210938,0.374119
97,-390.625000,42.480469,45.898438,-11.230469,-196.777344,0.378026
98,-270.507812,23.437500,20.996094,6.347656,-43.457031,0.381932
99,208.984375,-7.812500,-7.812500,-21.484375,16.601562,0.385838
100,401.367188,-0.976562,0.000000,-57.128906,-123.046875,0.389744
101,66.406250,35.156250,43.945312,-57.617188,-288.085938,0.393651
102,-364.257812,44.433594,51.757812,-28.808594,-207.031250,0.397557
103,-310.058594,28.808594,21.484375,-7.324219,-27.343750,0.401463
104,169.921875,6.835938,-10.253906,-25.390625,-11.230469,0.405369
105,405.761719,4.394531,-15.136719,-65.917969,-154.785156,0.409276
106,133.300781,43.457031,40.527344,-40.527344,-318.359375,0.413182
107,-325.195312,55.664062,63.476562,-1.464844,-326.171875,0.417088
108,-364.257812,18.554688,17.089844,3.417969,-160.644531,0.412915
109,96.191406,-6.835938,-12.207031,-0.488281,-12.207031,0.416821
110,394.042969,0.000000,-2.441406,-36.132812,-78.613281,0.420727
111,168.945312,37.597656,41.503906,-41.992188,-270.507812,0.424634
112,-308.105469,58.593750,62.011719,-9.277344,-271.972656,0.428540
113,-381.347656,39.550781,46.875000,18.554688,-85.937500,0.432446
114,52.246094,8.300781,12.207031,5.859375,-6.835938,0.436352
115,380.859375,5.371094,-16.601562,-42.480469,-71.289062,0.440259
116,229.003906,44.921875,24.902344,-34.179688,-257.812500,0.444165
117,-248.046875,66.894531,60.058594,-10.253906,-311.523438,0.448071
118,-437.500000,28.320312,22.460938,-34.179688,-142.578125,0.451977
119,-45.410156,3.906250,-8.300781,-33.691406,6.347656,0.455884
120,349.121094,-2.441406,-22.949219,-62.500000,-37.597656,0.457773
121,258.789062,29.296875,20.996094,-67.382812,-225.585938,0.461679
122,-215.820312,63.476562,64.453125,-34.667969,-285.156250,0.465586
123,-450.683594,37.597656,39.062500,-18.554688,-101.074219,0.469492
124,-99.121094,0.000000,5.859375,-7.324219,13.671875,0.473398
125,333.984375,-5.859375,-5.859375,-38.085938,-82.519531,0.477304
126,293.457031,25.390625,24.902344,-49.316406,-221.191406,0.481211
127,-162.109375,55.175781,66.406250,-17.089844,-277.832031,0.485117
128,-445.800781,43.457031,48.828125,-6.835938,-163.085938,0.489023
129,-157.714844,20.507812,7.324219,3.906250,-25.390625,0.492929
130,299.804688,0.000000,-18.066406,-28.320312,-56.640625,0.496836
131,328.125000,15.625000,3.906250,-54.199219,-199.707031,0.500742
132,-94.238281,53.222656,37.109375,-22.460938,-254.882812,0.513429
133,-408.203125,54.687500,38.085938,20.507812,-133.300781,0.517335
134,-196.289062,21.972656,22.949219,32.714844,-13.183594,0.521242
135,266.113281,-12.207031,-10.253906,-12.207031,-19.042969,0.525148
136,369.140625,3.906250,5.371094,-33.203125,-146.972656,0.529054
137,-29.785156,52.734375,69.824219,5.859375,-256.347656,0.532960
138,-412.109375,49.804688,61.035156,14.160156,-171.875000,0.536867
139,-266.601562,5.859375,8.300781,1.953125,-13.183594,0.540773
140,234.863281,-13.183594,-6.347656,-17.089844,30.761719,0.544679
141,396.484375,1.953125,7.324219,-48.828125,-107.910156,0.548585
142,29.785156,36.621094,46.875000,-39.550781,-276.367188,0.552492
143,-374.023438,40.039062,53.222656,-10.742188,-232.910156,0.556398
144,-276.855469,27.832031,20.019531,21.972656,-59.570312,0.553399
145,213.378906,8.789062,-9.765625,11.230469,1.953125,0.557306
