,TP9,AF7,AF8,TP10,Right AUX,timestamps
0,-171.386719,37.597656,27.832031,-26.367188,-82.519531,0.000000
1,-338.378906,45.410156,31.250000,23.925781,26.367188,0.003906
2,-1.953125,37.597656,24.414062,66.894531,122.558594,0.007812
3,379.882812,29.785156,16.601562,62.500000,124.511719,0.011719
4,332.031250,31.250000,17.089844,8.300781,52.246094,0.015625
5,-113.281250,35.644531,21.484375,-17.578125,-45.898438,0.019531
6,-349.609375,35.644531,26.367188,20.507812,-27.832031,0.023438
7,-64.941406,22.949219,26.367188,62.988281,47.363281,0.027344
8,350.585938,12.207031,20.507812,66.894531,58.105469,0.031250
9,360.351562,20.996094,18.554688,23.437500,21.484375,0.035156
10,-70.312500,34.179688,28.808594,-9.765625,-38.574219,0.039062
11,-0.488281,-0.488281,-0.488281,-0.488281,-0.488281,0.042969
12,0.976562,-0.488281,-0.488281,0.000000,-1.464844,0.029271
13,5.371094,0.488281,0.976562,0.000000,10.253906,0.033178
14,-29.296875,-1.953125,-2.441406,-1.953125,-16.601562,0.037084
15,126.464844,10.253906,12.695312,8.789062,79.589844,0.040990
16,66.406250,30.273438,34.667969,0.976562,334.472656,0.044896
17,-328.613281,31.250000,38.085938,2.929688,387.207031,0.048803
18,-235.839844,24.902344,34.667969,49.804688,440.429688,0.052709
19,225.097656,19.042969,23.437500,77.148438,533.203125,0.056615
20,416.015625,20.507812,24.902344,48.339844,447.265625,0.060521
21,106.445312,33.691406,30.761719,-7.812500,324.707031,0.064428
22,-291.015625,41.992188,37.109375,-6.835938,284.667969,0.068334
23,-259.277344,31.738281,41.992188,51.757812,388.183594,0.072240
24,170.898438,20.019531,28.808594,78.125000,467.773438,0.071585
25,405.273438,19.531250,20.507812,47.363281,353.515625,0.075491
26,148.925781,27.343750,28.320312,-6.835938,220.703125,0.079398
27,-274.414062,38.085938,37.109375,-17.578125,205.078125,0.083304
28,-309.082031,34.667969,36.621094,31.738281,302.734375,0.087210
29,110.839844,24.414062,31.250000,79.101562,347.167969,0.091116
30,406.738281,19.531250,24.902344,60.058594,270.019531,0.095023
31,210.449219,22.460938,26.855469,0.000000,156.250000,0.098929
32,-231.445312,30.273438,36.132812,-22.460938,98.632812,0.102835
33,-338.378906,30.273438,38.085938,19.042969,145.507812,0.106741
34,39.550781,22.949219,27.832031,72.265625,244.140625,0.110648
35,376.464844,18.554688,22.949219,54.687500,250.976562,0.114554
36,254.394531,25.390625,26.367188,-1.953125,125.000000,0.129346
37,-182.617188,39.062500,33.691406,-17.578125,42.480469,0.133252
38,-354.980469,42.480469,40.039062,19.531250,91.796875,0.137158
39,-24.414062,34.667969,32.226562,70.312500,170.898438,0.141065
40,359.863281,26.855469,23.437500,67.382812,156.738281,0.144971
41,308.593750,28.320312,25.878906,15.625000,57.617188,0.148877
42,-129.882812,36.132812,35.156250,-16.113281,13.183594,0.152783
43,-361.328125,35.644531,37.597656,-0.488281,57.128906,0.156690
44,-83.496094,24.902344,32.714844,49.804688,140.625000,0.160596
45,325.195312,19.531250,28.808594,69.335938,168.457031,0.164502
46,337.890625,25.390625,32.226562,29.296875,99.121094,0.168408
47,-69.335938,32.226562,40.039062,-9.765625,25.390625,0.172315
48,-354.003906,35.644531,45.898438,16.113281,84.960938,0.169449
49,-148.437500,26.855469,38.574219,67.871094,170.410156,0.173355
50,284.179688,17.578125,30.761719,79.101562,133.789062,0.177261
51,371.582031,18.554688,29.296875,39.062500,55.664062,0.181167
52,-9.765625,22.949219,34.667969,-11.230469,-8.300781,0.185074
53,-347.167969,33.203125,45.898438,1.464844,-16.601562,0.188980
54,-196.777344,32.226562,39.550781,50.781250,94.726562,0.192886
55,250.976562,19.042969,24.902344,65.429688,160.156250,0.196792
56,408.203125,19.531250,23.437500,28.320312,85.449219,0.200699
57,73.242188,25.878906,27.832031,-31.250000,-9.277344,0.204605
58,-307.128906,32.226562,38.085938,-16.601562,16.113281,0.208511
59,-226.562500,32.226562,38.574219,40.527344,110.839844,0.212417
60,221.679688,20.996094,29.296875,66.894531,149.902344,0.229521
61,432.128906,21.972656,26.855469,40.039062,100.585938,0.233428
62,143.554688,27.343750,27.343750,-14.160156,8.789062,0.237334
63,-270.507812,31.250000,33.691406,-16.601562,20.996094,0.241240
64,-266.601562,33.691406,34.179688,41.503906,105.957031,0.245146
65,160.644531,25.390625,26.367188,85.937500,141.113281,0.249053
